PayingCompany,HouseBank,Account,PaymentMethod,CheckNo
rukO,BjoMq,903569211,Wire Transfer,3751605
aGYh,iUzmP,430117010,Wire Transfer,4049562
VgTd,WrZuj,701291015,Cash,9109972
qsua,DoaYR,242550534,Check,6278536
MoQd,PSsLC,498033314,Cash,9017376
Geyq,GHRqz,109417432,Check,4947393
RFbJ,rPehf,539691117,Cash,9496912
FpqN,LSvob,102642458,Cash,0291759
XzXF,hRNVQ,820010667,Check,2562972
caGI,NsMUL,910956853,Cash,5995606
Jltf,zsYao,000796114,Check,1892882
TjqG,PwMwi,061977220,Wire Transfer,1047951
uHzy,TTjvX,956613083,Cash,2338412
HqnX,cOlup,492103093,Check,8332901
kBjo,Xuyxv,396398684,Check,6273944
mSOu,ISWGi,334820207,Cash,5745537
kdEt,pFOwZ,114202929,Cash,4381865
QoPT,GaXbB,292520591,Wire Transfer,9658583
Ubzn,FEtTj,972887708,Check,6907692
bdnA,rfzlk,083330072,Wire Transfer,3681194
fbbn,oDrBZ,195788209,Cash,0673709
BmiA,gMpsa,490378622,Check,5667660
KRsF,FprlE,315342964,Check,0162159
BfNJ,BvPVL,820269639,Cash,7038823
CNeg,UqDZs,649414507,Check,5696844
UXgn,FYjUv,274145422,Cash,6355038
Nvih,giZqh,496539911,Check,6912501
ZCTn,SIXBA,167845303,Cash,6674614
RIUm,zOktt,603127035,Cash,5508854
KNwu,oDOfe,239623084,Wire Transfer,8203628
HnLk,LctcL,718404757,Wire Transfer,4929738
shFy,iDfzX,088552480,Check,4105607
HJGr,IaWJf,283784931,Check,2408483
qGKe,tZIVC,778892064,Cash,2977871
xFdo,HFptH,681739867,Check,5410975
GaDx,LHEDn,435345828,Check,6632764
XAMG,JyIip,857086506,Check,7094576
aboC,iCFVW,794588507,Cash,4717241
arFh,jIKKw,435973552,Check,8021095
GlBa,kfgSF,286337744,Check,4754522
eBYC,YaDUK,029992313,Check,5962565
NrbS,sxLqk,654037798,Wire Transfer,7736765
xwMc,YlThM,330983057,Check,2671733
khRo,kLcKt,987303683,Check,4685261
ZDQk,PFrvg,148945035,Wire Transfer,1921596
tGvo,sFIhK,166267447,Cash,6907809
EWBv,LyKFC,172757831,Check,8404407
LulW,LKWOS,868288092,Wire Transfer,2208924
FoAd,BodnA,725455802,Cash,3955258
hsTV,cDHbq,217800890,Wire Transfer,3018030
RvVF,AYIGW,353274844,Cash,7989771
NWpL,tGOXH,342998578,Check,6294230
oOOa,DNpHO,607229334,Cash,8078514
Brso,bzsHI,893240846,Wire Transfer,7400880
cWFJ,wUQyu,940550093,Check,9443111
Yevr,XbPfK,224075324,Cash,1234887
ApEM,hGWzK,529038913,Check,7841401
kllr,pcvNU,309270370,Check,4087951
BRCR,myWbc,045570639,Wire Transfer,7804534
LSep,CEWAq,215092194,Cash,6303042
RhOT,mATvy,700303772,Wire Transfer,9747405
kqjp,tAdlD,733851361,Wire Transfer,0913424
arcF,zINvi,724896778,Check,6499587
yLfS,IIgYf,921270410,Check,0795491
wmjP,GnCHb,555202072,Wire Transfer,7218640
UJeO,rserT,600741358,Wire Transfer,8000755
jnth,KWxuY,721123458,Wire Transfer,7532899
Wrsw,cFylM,937969551,Cash,3778849
PmFK,QPycD,009349254,Check,8914401
yIqU,MruHt,042391752,Check,5913277
ybVa,ZwgiB,790947938,Check,4776953
klfJ,UKgER,915347755,Check,9343622
UNyD,VXAjo,630313001,Cash,3753590
kCrL,TVcUi,654261003,Check,7675811
vZJA,EinZG,835082954,Check,8930884
wyui,jkIIC,811250662,Cash,4024518
obld,oSiFo,434954555,Check,2808999
YYxg,WyJHz,727906079,Wire Transfer,8021142
ypFA,HXBvX,156433522,Wire Transfer,6588009
GuNv,LLyXx,705091684,Cash,5686276
CPcu,ndZfn,960465064,Cash,5525928
IKaW,QzeaI,015438251,Cash,3131272
xTaA,kaUXq,185699962,Wire Transfer,6504302
GWdu,kmtjm,130678361,Cash,8808439
WtoM,yuRgH,798077429,Check,1910900
wlET,iSumF,858349421,Check,9072195
HmVy,jeWMj,357749747,Wire Transfer,6929069
HJFZ,zxLcE,577587824,Check,6392278
xeZq,Cawof,621437125,Cash,7056421
gxfx,TCsny,527101404,Cash,5362195
Cheh,XSpOr,661607810,Check,7945311
attx,LWNqQ,471655556,Cash,8129661
HIxy,nXTFl,778353091,Check,7841020
NPto,OBpBA,998602091,Wire Transfer,6726675
QKBT,AbEXM,026525516,Check,7186022
xEoz,HSZVO,705408464,Wire Transfer,4751592
CqQf,ccPLk,900972629,Cash,3271905
wMwa,mYIAF,266861926,Wire Transfer,5390442
HaaZ,GWOIw,543615907,Check,5030512
ruLp,FMCrs,233600152,Cash,7331628
dIbz,aiWRV,262289016,Check,0219361
DyOd,gMmUK,658821547,Check,1862327
sOuT,bYdtR,739461993,Cash,7329951
UCLs,oXowD,705348747,Cash,9770844
ttzM,fZlkX,819230407,Wire Transfer,6339327
iWeE,eAeMa,674513484,Cash,0017810
KRgx,Jmyyl,299660351,Cash,7174748
MMpV,NovOt,848919659,Check,8121254
DMIA,dNxoy,518276726,Wire Transfer,9106857
bpuE,GtIJk,480502514,Wire Transfer,8254512
HWtZ,bojuu,071800273,Cash,7435395
wMgW,FNrNT,857787127,Wire Transfer,3155817
SEIZ,OlIDa,365026394,Wire Transfer,0704756
EkMT,YqFNX,950445870,Wire Transfer,8339662
FDfU,jByhS,307716806,Wire Transfer,5391779
EZdT,hVkLf,320916245,Check,0331428
QtYS,XUsoG,857819822,Cash,1190156
MoQf,xJWPl,628559457,Cash,9298971
eDGo,tvhWz,266705187,Check,2984166
KdFH,QuMcB,249645273,Check,8460442
gJmb,kgavM,507351683,Check,4891338
WBRr,ObsTD,796407981,Cash,7323871
ifeX,aqPgd,443657201,Wire Transfer,3662667
JRZV,zogZw,555749746,Check,8222815
RJJN,UNoUM,231757995,Check,0772308
HsaS,eHlbJ,305224915,Cash,1122290
ZCKx,rBmjL,952109506,Cash,8252748
HUux,gxUds,896835073,Cash,2002993
YyeW,uWUIa,803970186,Wire Transfer,0515511
YEYP,zKtmP,027110905,Cash,7262989
pKmx,elQYq,697487418,Wire Transfer,3986621
XnFA,ctjCw,203171628,Cash,8581325
Bogx,zIHXF,862001378,Cash,7770379
iRLK,kCLPN,072005969,Cash,6067979
zeCj,pJTqQ,103691327,Check,8594413
bUVj,OHJzG,605435929,Cash,8638436
HGDA,Ycobz,790012590,Wire Transfer,2880277
IhEb,eXAPw,953656560,Cash,1783130
kZVS,pWgvN,654880196,Cash,1141049
Fwtf,EYomd,634351004,Wire Transfer,6609453
fdZM,NeJoT,751248845,Cash,6998700
MENt,gxVRS,087824520,Wire Transfer,7764627
gPxa,riWMf,033326814,Check,0877496
vPlX,NMNAK,457925440,Wire Transfer,5702152
WCUx,kjVPL,845805100,Cash,5081354
iDuP,RAshZ,621622440,Check,2425627
lLRS,unzGz,942463177,Cash,8926824
mBhh,seUgu,263022603,Check,6317164
eKZJ,VWBDm,848378174,Wire Transfer,0411584
kpwb,MZpvE,842677271,Check,2785701
aobR,USJmY,565907629,Cash,4820231
TVLz,bkjKK,620247401,Check,2920609
ryRZ,YXxbo,030763600,Wire Transfer,0876935
hJRT,ofgTD,054615001,Wire Transfer,5989884
KnhE,Jfhzw,343841142,Cash,8726160
Iceo,xKXcS,914644338,Wire Transfer,7512221
kTCh,OZJBP,306272797,Wire Transfer,9777790
iCWV,nhZLd,196668128,Check,2656686
gXIV,SRIrW,894136668,Check,4154935
FWuX,OvyvB,347089085,Cash,3659971
XaWd,BWtKW,894224098,Cash,1532733
URGe,MyNtE,420652386,Check,4955486
ThVj,nSoVQ,173215776,Check,9490879
CySM,UVNrX,965548476,Wire Transfer,8756346
qKOA,Trxqa,612666325,Cash,0031901
yLuR,SffBU,052198357,Check,8201880
hITr,ZrqrV,810108662,Check,7584130
efYs,LBzWc,760706972,Wire Transfer,9461704
LHca,WkcSb,732358708,Wire Transfer,6694901
WSUl,YVPLg,344814091,Cash,4758837
dIlG,KXkqO,761061102,Check,8658195
nZDZ,VdERQ,929623106,Wire Transfer,6412394
ZVOn,DrVHC,994197781,Cash,0598591
iRFH,xpgsX,060510414,Cash,4075756
RTkm,NpQgS,751267898,Check,8854659
zpkh,nSNFe,293042711,Wire Transfer,1139602
Qkdy,xFgwG,940702624,Cash,9942245
ZJpW,fZNOx,902571740,Check,4313383
gNbR,ldLkP,914447700,Check,4070907
urlT,XsJNa,611866932,Check,5396797
oMHA,mHGWK,722741370,Check,4160120
bUkC,fWQOi,814225973,Cash,3520110
pheA,WViMM,189164069,Check,3987029
iyaH,bpvVv,086640879,Check,1179984
KCOH,pUUSi,218029384,Check,7370398
cKPD,foUcS,827368968,Check,6728092
sswq,dSjUv,370109259,Cash,1279385
JyRx,MJZCC,232478418,Check,9233757
nrZe,ilsqb,607186145,Check,9817043
zjzq,dwfpM,739268124,Wire Transfer,6098113
hjmR,toYxf,889320228,Check,5070168
HMAN,iHJPD,849371359,Cash,4814048
cbiE,wFCBi,891541129,Check,7225452
ADub,wQgYX,581718533,Wire Transfer,7878129
lPeM,HTnhe,907131037,Cash,1097891
JrkS,TJYwc,657012263,Check,7291523
sxKI,JIaZc,773301539,Check,7743677
Jhmc,IHbnS,566758478,Cash,2876334
pizT,ZHJEK,215464467,Check,9583569
gBTD,fTmaw,566257236,Check,3865681
OsiU,SdgMb,584958457,Check,3877919
dTfl,rwkMh,931311706,Cash,3097115
oWeT,yuOhy,302454301,Cash,1021747
BQyT,vEXul,471634963,Cash,5698908
DJDF,vLTzR,456136367,Wire Transfer,4171857
bnqc,LhjxR,340293061,Wire Transfer,6461378
kUuk,jyvAX,891544247,Cash,5181087
KZay,DDBFG,325898961,Wire Transfer,3126206
XsWR,PFsEL,500466191,Check,2999171
zSaH,kwDEg,801639460,Cash,2580107
wbth,pVEWk,353204883,Cash,0810862
ZPjk,mdeMC,373045850,Cash,4094068
UJVA,WOZIF,151541334,Check,9633022
dizX,fgiyG,014713278,Wire Transfer,0901979
aBuc,qfHdO,397998531,Check,3323214
nfXc,JimUk,153951117,Check,8326088
QCtR,jDpvE,658853286,Wire Transfer,0371276
FFTn,eTZRl,629716035,Check,0091832
Jmqj,JcMEi,055004496,Wire Transfer,9219082
HjQh,yjhFy,948220045,Cash,7846896
fCEz,VcPzN,822416006,Wire Transfer,5352809
pSzF,SqQTh,279046872,Wire Transfer,3256955
PvdY,qMsdz,663710835,Wire Transfer,6365688
wJCa,VazON,190943483,Cash,9156806
PYDN,MGQPH,449435999,Check,3493590
Olmo,OXyeT,509751621,Cash,7109606
jNHQ,Dwqov,821937294,Check,4738584
kUVf,oAqZA,216198213,Wire Transfer,1203451
ZlTw,SOwqb,848329131,Cash,4363930
fKYr,ZXLCj,085833644,Check,5880634
pGVU,BPNRM,190859086,Wire Transfer,2695715
siLj,iNUdF,779839225,Check,1874353
EyNR,JOapE,462691251,Check,8257379
GlCd,xHsrf,431733022,Cash,3441681
LhFg,BQqmT,031319163,Check,9596733
obRh,FdFoL,735055172,Wire Transfer,1021638
RPZq,lPLlr,666703098,Cash,6121761
sVPU,FNpYn,082411084,Cash,8653728
cFcM,kWhDe,489444431,Wire Transfer,7721505
TYlQ,PLekI,802658159,Check,9672615
btVb,qdKta,921295282,Wire Transfer,1429064
Dmae,IuwhD,656151573,Wire Transfer,8794557
Gvtj,ZUGQP,746129689,Cash,4947676
IxNh,vxqSa,943392892,Cash,3151189
yLyF,qEjuP,007013347,Cash,9772404
zXLY,nThQF,741760568,Wire Transfer,7127164
nvlg,IjvhT,136736938,Cash,5352713
Lxbk,gTSkR,978202310,Wire Transfer,8278088
COqb,umpGe,013181526,Wire Transfer,4401086
Suyx,GDyXl,590434563,Wire Transfer,2437982
ELLf,jEcYW,137056355,Check,4274545
yIgZ,SoPwm,257069840,Wire Transfer,6862332
tvik,tBJRv,847977638,Check,4419477
Mdxe,xdtow,825833529,Cash,3910097
Ucoz,JonJS,801745993,Wire Transfer,2107437
TeXV,rcXEE,801643309,Check,3887759
boYR,eXRzZ,201845600,Cash,6823353
pkkS,vatLw,951823253,Wire Transfer,9870283
rcPW,MoQxt,252685875,Cash,0800691
VkDb,OCxdc,125047739,Cash,8335147
Agwy,bCPHK,287090047,Check,1587290
XyRz,eNmqH,219559742,Wire Transfer,3221172
YPkK,iTIsZ,315893351,Wire Transfer,0566915
kyQz,mhiFB,092126231,Cash,8165904
WCXx,CuWhW,425540521,Check,1289347
JZpA,MbnWY,266677803,Check,7349635
ucQQ,gExVO,787082493,Cash,5864064
wxAA,LWSdj,781178222,Check,7456403
dPrl,ZLbbk,465746757,Cash,2255541
fEba,yEYBc,613527230,Cash,4163170
XGxe,vDHed,633793487,Wire Transfer,3148158
aMnp,qvvrb,389021326,Check,2491424
BeUJ,WirwH,934315262,Check,3152388
XCmJ,xFpPS,107899022,Check,0829645
TvsI,AUjlT,367550325,Check,4518877
vlni,pRUhK,802524383,Check,2905578
ARqR,HuxIL,339815217,Wire Transfer,4696054
ZuZe,QhWvD,578604718,Check,0808841
ijhf,xHUeY,708087444,Cash,2002097
QhJS,Dhtmg,435508300,Cash,5669502
ClVh,tCcnW,581796362,Wire Transfer,7639819
GKhk,YHsqU,909298495,Check,1546823
JCaT,RsZFd,410201672,Check,1835738
WTcA,NpmaG,219071414,Wire Transfer,1843497
beNw,tSAeY,983656841,Wire Transfer,1993963
fzGN,WFnCZ,840905263,Wire Transfer,7449362
xBiM,sWEho,018334599,Wire Transfer,4316534
yZhZ,JFDOe,729740389,Wire Transfer,1086615
MfWp,SxoMa,675063707,Check,7254430
qKbN,BGtxq,817286837,Cash,9406165
Jfyv,NauVc,215673431,Wire Transfer,3644832
bdAo,RXZQn,450194181,Check,2975662
Cfll,eZfqF,528194347,Cash,4729702
Gtmi,JQdcX,825204205,Cash,0910865
tXHL,mbMax,142369196,Check,1562399
AKem,pjufN,437157558,Wire Transfer,1053385
iIun,Lhpbc,407343231,Cash,2680466
tcPw,UjZoc,221276285,Wire Transfer,5109492
nteo,HlKNQ,655612987,Cash,1887784
MlDV,FiruZ,846751507,Wire Transfer,4601378
VWde,jPITq,656266288,Cash,3688846
wkfN,kMQSc,655364239,Cash,2731902
dSuq,vlfwZ,451007662,Wire Transfer,0676840
qUQg,iSOcw,972138107,Check,3389583
Urls,DIChy,215348877,Wire Transfer,1847192
yMqF,bXpLa,552058693,Wire Transfer,1741123
DZdB,HXXLB,149503034,Wire Transfer,8295298
mHKA,HZoXq,634676878,Cash,9895929
uHiw,oGzVZ,147964318,Wire Transfer,9598740
yIyi,mUAVf,798384144,Check,9036701
DQqf,raAmt,162852914,Cash,0520471
WOBv,QFDnt,810375704,Check,8271476
BRaH,JhJQA,764705661,Check,6732040
MNSz,zjrmu,712009981,Wire Transfer,5683899
styI,EsRJS,600859057,Cash,6566005
vcRX,eUyhX,179899195,Check,8645778
BTia,ofAef,063886781,Cash,2187760
kryC,oWHCF,419370291,Check,5201054
eAYx,DdLba,057092763,Wire Transfer,9990227
vehx,unZyr,024138740,Wire Transfer,3215513
lRRz,OZyYD,587633028,Cash,3649036
qxls,IbieQ,886184474,Wire Transfer,3307748
BCAV,JQfcI,497971543,Cash,0626131
yloO,MXovD,593225281,Wire Transfer,6704424
gdmY,zPKmV,475366953,Wire Transfer,5800340
dvnM,yomre,389533446,Cash,9458433
GsZy,aKSPf,362934112,Check,6475720
Yjnp,YtGjx,891175401,Check,1258234
uUqd,uaEoJ,116585343,Wire Transfer,7649504
xUyD,DSrPU,744308456,Check,3691392
IzYx,krapt,321520336,Check,5475744
fVrV,DDFUT,693492641,Wire Transfer,9552295
OQHW,gmoVx,312602152,Cash,0802538
MXde,NupSl,290987920,Wire Transfer,3492834
Uusr,CUvOb,743242206,Check,7685484
LACJ,qwyuE,680432505,Wire Transfer,5184771
gkqF,GJlRO,687412374,Cash,5872080
sAjy,bOWtv,473316636,Wire Transfer,7240817
AdQR,BcKyR,905350252,Cash,1717860
kHgD,ppype,226316394,Check,7690293
FvrS,zjAUY,190312308,Wire Transfer,3602075
tZdi,bqjAe,328808668,Check,6182801
OHcv,ORKrg,013047328,Cash,8427318
Qqpi,XfIEU,331486780,Wire Transfer,0272469
dGkI,KcpAS,993589281,Check,3970720
gzgb,XHiLa,568055717,Check,2881595
VCcn,MSLeU,827029059,Wire Transfer,3421833
Xwyu,EFnhb,020719897,Wire Transfer,7480400
nEDQ,RnCGj,412603309,Wire Transfer,2944172
uJBx,lToUn,864653858,Check,2560705
nGvm,iqnHQ,661367800,Check,7710195
bqEM,gYmJJ,527528741,Cash,1561901
fFeM,QnCme,623023281,Wire Transfer,3961774
ATOq,AcqUO,125912770,Wire Transfer,0203852
tTWe,AyFTX,537137104,Check,0866740
GGBO,JIGpY,209494057,Wire Transfer,6796063
XJGR,VDtUi,445389378,Wire Transfer,9099248
nyGX,jvmuN,332324106,Check,0368076
zMzQ,ZJqbg,080057582,Check,3346961
EVgQ,quPhe,096244165,Cash,8965172
maNs,zXTBR,769274749,Check,8292570
HjqI,ipaCv,210396637,Check,5193194
HefI,TNwhX,247616014,Cash,4198428
wHmi,IOUrb,388130673,Check,2104236
TXhV,rBdzh,993598255,Wire Transfer,9144202
wKQR,JuMgr,502689704,Wire Transfer,3609329
nrDn,DJVtQ,478580782,Cash,0725243
pLeY,VSsSg,345806201,Cash,4024708
mGxU,mDXeZ,423736304,Cash,5056193
SonM,FtRrZ,269234186,Cash,9401205
mHQx,AkKAw,905325189,Wire Transfer,5537996
StXF,AxMjT,328921134,Wire Transfer,6100547
kOSW,sZIxM,422597288,Check,5761899
aJuK,IAYSP,502195783,Cash,8618740
rnOr,RirPB,905985637,Check,4004624
nrcg,LkxTN,890253561,Wire Transfer,2572310
Squn,ramcj,438828590,Wire Transfer,1509545
kQCH,hySBn,039034384,Cash,1435533
OfFU,AafOK,780952753,Cash,5222105
nBXY,ACfqW,523843112,Check,8722301
lkNs,bVVpq,388605825,Cash,0684153
YHkk,CgtEe,397507433,Cash,3202982
sABR,bsIvO,604113187,Check,6896693
TIBi,SIKOe,948592270,Check,4703187
EJdO,jpRFR,684656828,Cash,7274857
vSLK,ZGfhJ,457353357,Check,8643978
TREG,eGqLU,461358573,Check,7308896
YmRm,ptObp,260588271,Cash,0583848
AmQi,ahnXg,914312865,Check,1127387
ukmW,rjIMD,950832719,Check,0432038
upoC,JSHYz,058426311,Cash,5700911
olfz,AThbc,141232287,Check,8846239
GKpU,HAqyv,767228645,Wire Transfer,2963386
ilob,EsJQt,223480570,Wire Transfer,8685227
aLCG,hhRej,175905115,Cash,1917199
VuzT,bIQnw,262779841,Check,2657166
oSKB,CCJeQ,485875375,Wire Transfer,7744638
saAM,ZCEOw,868977784,Cash,9393297
PIlr,uTBwA,404933621,Check,1064675
nDbY,SvQFv,459343650,Check,5157701
SCWS,CYYGK,667335205,Wire Transfer,5230155
XyiT,XurGE,772203732,Check,6505141
qFfF,BVJvh,534767609,Cash,9180013
aurW,aUdXa,533214699,Cash,1559256
oQqn,vOMOz,779049015,Wire Transfer,9327820
cHNY,ZRScH,450084444,Cash,0928026
Xhyo,rsbos,307766281,Wire Transfer,8366341
TOci,lktPh,494907417,Check,6914509
rAxS,rXmid,908609347,Wire Transfer,4915622
mSBP,tjJss,346603717,Check,3607257
RWbG,jNYrR,941110696,Cash,1225659
lXft,WCbIw,075134129,Cash,0595265
fXnb,ErTTj,322461884,Wire Transfer,4029545
YMqa,zrfnD,894960171,Cash,6112544
eJMB,JnUfN,829868576,Cash,5479821
cIKS,liTlh,142295402,Wire Transfer,9632433
dwIs,fTpPf,785689504,Check,5312916
OVPF,gtLoj,938748249,Check,7135626
rvtU,rTLZT,786427512,Cash,7363229
yXRz,qbBRF,167753913,Cash,4541693
jeJi,uVQAH,525140355,Cash,1802982
uDwm,drgTq,446545529,Cash,9839899
AeUB,PJWDX,563983468,Cash,2060002
dsJc,ElqtC,457762419,Wire Transfer,0803826
LAeS,KQzQs,357527606,Cash,4986294
ZLrN,OXJHc,968250025,Wire Transfer,9076362
KGxM,UoiPu,207122504,Check,9268180
notC,xMQaP,592479686,Cash,6123161
lZxL,CkhLO,171940347,Wire Transfer,5097527
zjqw,llNza,591849413,Wire Transfer,9823187
GXVz,TBWWJ,402165869,Cash,9898402
IqNU,mwVsO,081996325,Check,0099487
YTzc,SAAUN,839748710,Wire Transfer,5865405
CzHj,WRDsn,536156879,Wire Transfer,5041739
snIF,qCatc,604043931,Wire Transfer,6844847
klEy,gWfQf,691425304,Cash,6474336
teYp,OqmJT,514206728,Cash,8140102
MVoN,QwgSJ,679703570,Check,3702380
DNQE,wUcAy,108280996,Wire Transfer,3197633
gWsm,KRoTt,395586806,Wire Transfer,0988735
CBHl,qfTTW,696218310,Wire Transfer,8002391
qUiX,wMKuF,068730664,Cash,8835295
fucx,kfirZ,686766711,Check,5005281
sqRq,CjsJO,627724531,Wire Transfer,8445134
ZSCG,oEicB,777563364,Check,2062648
fdpS,bVIAr,319937287,Wire Transfer,1828191
BuSX,qrNYg,815793313,Check,6071345
vWVk,bGhNz,077776450,Wire Transfer,3532405
aJiF,KPeZZ,399383849,Check,9477744
JUga,nxKzO,566328824,Wire Transfer,2847201
nxUy,gGIXt,147971437,Check,7194343
JaTd,Yadgt,456494620,Cash,0371640
AmGh,qxEXu,805126472,Cash,6954053
eqkn,mHXXO,659721742,Wire Transfer,3681230
nDvt,jeoHO,201367868,Cash,6344135
rohE,ToLGd,202563755,Cash,1625506
ykBb,gnFHR,293671261,Check,5613747
BGUx,jNnYM,405409776,Check,7059912
leuK,bOePA,872255640,Cash,6046534
onSI,HAMjT,586092785,Cash,8108427
Yaic,aJFmg,962099150,Cash,6841143
oelK,LWdGc,739990659,Check,6530864
dYLZ,iRcDu,114797750,Wire Transfer,0838494
GkqP,zmEMv,317218682,Wire Transfer,1373224
PtxD,EZozn,539046890,Wire Transfer,8882275
hAsd,hDNgq,967577993,Wire Transfer,3934130
YjAN,tQiaS,753271054,Cash,3265919
JcgQ,IjvIf,368627991,Cash,1803605
zNUj,NeCFE,838205504,Wire Transfer,3356475
mTYN,pPgFZ,593099812,Wire Transfer,4847489
DCjj,mqDxJ,772517535,Wire Transfer,6876070
hkej,nvTci,294688964,Cash,3617392
VEZU,rXbno,787895920,Wire Transfer,6497846
VhbC,EWdQU,404942288,Wire Transfer,4665665
bUJp,JWHoc,602179579,Cash,1679593
zaWW,zEpcb,401430805,Wire Transfer,5015363
JAsQ,fbsZc,924502482,Cash,9603730
FgAI,ncFOf,466825602,Cash,4451744
wCMY,INEep,376910093,Cash,3473980
KEhq,cgAMi,523906990,Wire Transfer,6095271
SlCz,dIlWr,154901889,Wire Transfer,9369641
wblr,CulfH,801345483,Wire Transfer,1317280
zjxC,YeGGv,772341643,Wire Transfer,4823662
dyGE,YJNgU,895662513,Cash,0952292
YYrB,ualhC,247709948,Cash,6263753
NKsR,GyqNQ,213941803,Cash,9935721
YTiv,aVjWz,676620769,Check,9118144
rgZJ,gOzsM,807230277,Check,1552955
sgAy,PTgms,593206062,Check,4218612
hbyE,EawRO,528549779,Wire Transfer,6838596
Kyjo,sPQDF,849325313,Wire Transfer,1581177
qZuy,FHKUp,171302348,Wire Transfer,7539004
BmlN,DtZVF,169869367,Wire Transfer,2000064
OejY,hgwrg,706701040,Check,2302179
VcNs,LICwz,994296474,Cash,2617071
uMcb,NqGQM,666065642,Cash,1365608
xQYW,YljIQ,361774743,Wire Transfer,0148742
enTo,HGCvi,832181258,Wire Transfer,6935114
IBvN,MUcfk,094510292,Wire Transfer,8597048
NhkB,OvjWP,259769339,Wire Transfer,7505430
iQYA,VHvas,198054136,Cash,0765107
xJOS,DzCmZ,733246003,Check,4790759
CRaM,uLKmc,256667628,Wire Transfer,6565167
AfEm,xkjNf,787303339,Check,1911070
BtZX,wvGMy,008091507,Check,6366479
jscV,RGBFu,900902761,Wire Transfer,4463195
xUZg,dWFnz,081473630,Check,4381962
vmzB,HktdJ,075599672,Check,0434513
DvOh,qIcRA,672637835,Check,6850454
qVZu,yQWUk,735914325,Wire Transfer,1301228
CVWI,PKkmo,182814285,Wire Transfer,4975357
kKEJ,mpsMk,496573318,Wire Transfer,1090522
mSqB,SamDA,580915043,Check,3097924
pSEH,epuxM,333449610,Cash,7633467
qNOh,dvSoI,192041128,Wire Transfer,4889335
KkpO,VReyr,256804273,Cash,7636922
RlUZ,tbmap,137921796,Check,8389823
BgLy,kKwsU,056649192,Cash,0408102
bmhO,hnryQ,538300879,Wire Transfer,3372744
PoYl,QVWKc,151158506,Wire Transfer,0263690
nXXF,gLKaD,176067662,Wire Transfer,4769020
HcHl,fTdsp,869261745,Cash,8245691
EhJA,ytkSt,687454878,Cash,4550508
RJKM,oPwPH,868290733,Check,1312211
lVYY,QdVSd,477998452,Wire Transfer,7643033
LxMl,rFFZc,083867266,Wire Transfer,5914694
IRxT,PINGp,122560661,Check,4541015
IRgg,MSytp,750839402,Check,3710217
FPyw,WUABz,096968404,Check,0144150
Ulab,ngBYI,443033063,Cash,9760538
qiJZ,WwLLc,590480098,Wire Transfer,7268061
Ntfh,HrhGy,089663872,Wire Transfer,9499482
rAQv,HMLPo,556824559,Wire Transfer,2393215
Gqib,BUxcw,988061422,Cash,1381932
Lgeh,Imzpa,976709495,Cash,6995903
Uway,AYszL,358524144,Cash,3128020
xjfK,lDZrr,372409657,Wire Transfer,4509110
YLrZ,fBVXW,713249298,Check,8767102
lOPm,xKpUw,825814219,Check,0646843
jRqi,HVZDT,091089566,Wire Transfer,9615805
zhFI,HXtPn,481683485,Wire Transfer,9373729
KNLX,jxdah,262648730,Wire Transfer,6210806
yUuD,IfzRk,735328660,Cash,2983554
nQiT,wylOx,468607644,Wire Transfer,1348902
qETV,PsKHh,285512004,Check,8725524
GccS,TkRST,196544871,Cash,9083034
YGpO,XGUow,298032726,Check,1527352
lTfB,XOmql,858296838,Cash,6168644
tPcw,VueCJ,690125849,Wire Transfer,1108930
ZMQU,GwCdr,714652837,Check,7174073
alDL,OsWud,885836608,Check,8313234
djhA,hLRTF,539071774,Cash,5759100
IgGQ,GDsiV,447700758,Check,0262219
tgdw,CWgUr,334706807,Wire Transfer,9061602
tyYT,MGNVL,755860063,Wire Transfer,6585357
AzNd,GFbNX,104953621,Wire Transfer,4668442
urnj,VMELY,244417181,Check,2038033
Yccw,kFJGf,296126748,Check,9772152
avmP,jzXwE,175627578,Wire Transfer,5603790
bFkQ,SVeeW,479178988,Wire Transfer,3947335
mamO,tfqha,811353204,Check,7955038
Augl,rPvfi,877241586,Cash,9792584
QYel,YBNHZ,917498622,Cash,1060273
nWUW,hbfHn,992660116,Check,2098592
YMZF,fviTo,722964899,Check,3265152
fcWJ,MGgjC,475874889,Check,5600542
aZQR,jeeDe,924827251,Cash,4140876
eEvO,FyVeA,911353614,Wire Transfer,0453527
VqES,IMnnC,032497099,Wire Transfer,6232806
ihDZ,BmuVZ,825780338,Check,2242808
KRdm,yIYdP,064331538,Cash,7944880
OUmf,JqSVj,578145803,Wire Transfer,6252633
hmtv,idzcl,098058076,Wire Transfer,7464220
qVxn,ssgJp,103648657,Wire Transfer,0484815
onVs,zxYxr,683335298,Wire Transfer,1984314
pXYn,vJmBU,786169940,Check,4888977
bVOm,NDseN,092403601,Check,3169765
tceV,DzDkO,967230185,Check,5589732
rQdT,laGpv,413179527,Wire Transfer,8473502
OXcl,WaJBu,711855055,Wire Transfer,4294905
OCnd,yMKme,568235520,Check,8801065
HtEC,SuuiB,698840549,Wire Transfer,6424552
IluF,ZoFEh,777128109,Wire Transfer,5765541
wzqP,JCEMR,561893790,Wire Transfer,8790983
LiQT,wtdas,001761753,Wire Transfer,1947494
qDfe,bOhJl,166115260,Wire Transfer,4236387
